country,year,tiv_millions,period
Algeria,1968,6.0,1950-1980
Algeria,1980,6.0,1950-1980
Angola,1979,3.0,1950-1980
Argentina,1962,6.0,1950-1980
Argentina,1964,4.0,1950-1980
Argentina,1968,8.0,1950-1980
Argentina,1972,11.0,1950-1980
Argentina,1976,1.0,1950-1980
Argentina,1979,8.0,1950-1980
Argentina,1980,1.0,1950-1980
Argentina,1981,31.0,1981-2000
Argentina,1982,7.0,1981-2000
Argentina,1983,5.0,1981-2000
Argentina,1987,4.0,1981-2000
Argentina,1990,6.0,1981-2000
Argentina,1993,13.0,1981-2000
Argentina,1994,5.0,1981-2000
Argentina,1995,5.0,1981-2000
Argentina,2000,2.0,1981-2000
Aruba,1996,18.0,1981-2000
Australia,1952,36.0,1950-1980
Australia,1955,125.0,1950-1980
Australia,1961,2.0,1950-1980
Australia,1962,4.0,1950-1980
Australia,1969,26.0,1950-1980
Australia,1970,17.0,1950-1980
Australia,1971,36.0,1950-1980
Australia,1972,6.0,1950-1980
Australia,1973,72.0,1950-1980
Australia,1974,92.0,1950-1980
Australia,1975,131.0,1950-1980
Australia,1976,113.0,1950-1980
Australia,1977,62.0,1950-1980
Australia,1978,21.0,1950-1980
Australia,1979,22.0,1950-1980
Australia,1980,15.0,1950-1980
Australia,1981,17.0,1981-2000
Australia,1982,26.0,1981-2000
Australia,1983,31.0,1981-2000
Australia,1984,62.0,1981-2000
Australia,1985,10.0,1981-2000
Australia,1986,57.0,1981-2000
Australia,1987,89.0,1981-2000
Australia,1988,12.0,1981-2000
Australia,1989,18.0,1981-2000
Australia,1990,156.0,1981-2000
Australia,1991,84.0,1981-2000
Australia,1993,30.0,1981-2000
Australia,1994,24.0,1981-2000
Australia,1995,36.0,1981-2000
Australia,1996,10.0,1981-2000
Australia,1997,14.0,1981-2000
Australia,1998,4.0,1981-2000
Austria,1966,1.0,1950-1980
Austria,1967,1.0,1950-1980
Austria,1968,1.0,1950-1980
Austria,1969,1.0,1950-1980
Austria,1970,1.0,1950-1980
Austria,1971,1.0,1950-1980
Austria,1972,1.0,1950-1980
Austria,1973,1.0,1950-1980
Austria,1978,37.0,1950-1980
Austria,1979,126.0,1950-1980
Austria,1980,54.0,1950-1980
Austria,1981,70.0,1981-2000
Austria,1982,61.0,1981-2000
Austria,1983,58.0,1981-2000
Austria,1984,60.0,1981-2000
Austria,1985,248.0,1981-2000
Austria,1986,40.0,1981-2000
Austria,1987,30.0,1981-2000
Austria,1988,12.0,1981-2000
Austria,1989,12.0,1981-2000
Austria,1990,30.0,1981-2000
Austria,1991,20.0,1981-2000
Austria,1992,20.0,1981-2000
Austria,1993,10.0,1981-2000
Austria,1994,17.0,1981-2000
Austria,1996,18.0,1981-2000
Austria,1997,3.0,1981-2000
Austria,1998,29.0,1981-2000
Austria,1999,23.0,1981-2000
Austria,2000,23.0,1981-2000
Bangladesh,1984,2.0,1981-2000
Belarus,1993,8.0,1981-2000
Belarus,1995,7.0,1981-2000
Belarus,1996,129.0,1981-2000
Belarus,1997,402.0,1981-2000
Belarus,1998,63.0,1981-2000
Belarus,1999,454.0,1981-2000
Belarus,2000,293.0,1981-2000
Belgium,1956,29.0,1950-1980
Belgium,1960,3.0,1950-1980
Belgium,1962,2.0,1950-1980
Belgium,1966,12.0,1950-1980
Belgium,1969,5.0,1950-1980
Belgium,1978,2.0,1950-1980
Belgium,1979,3.0,1950-1980
Belgium,1980,1.0,1950-1980
Belgium,1981,19.0,1981-2000
Belgium,1982,41.0,1981-2000
Belgium,1983,89.0,1981-2000
Belgium,1984,115.0,1981-2000
Belgium,1985,3.0,1981-2000
Belgium,1986,19.0,1981-2000
Belgium,1988,18.0,1981-2000
Belgium,1989,36.0,1981-2000
Belgium,1990,1.0,1981-2000
Belgium,1991,1.0,1981-2000
Belgium,1994,39.0,1981-2000
Belgium,1995,161.0,1981-2000
Belgium,1996,61.0,1981-2000
Belgium,1997,93.0,1981-2000
Belgium,1998,46.0,1981-2000
Belgium,1999,62.0,1981-2000
Belgium,2000,46.0,1981-2000
Brazil,1960,2.0,1950-1980
Brazil,1961,12.0,1950-1980
Brazil,1969,18.0,1950-1980
Brazil,1974,32.0,1950-1980
Brazil,1975,58.0,1950-1980
Brazil,1976,104.0,1950-1980
Brazil,1977,144.0,1950-1980
Brazil,1978,183.0,1950-1980
Brazil,1979,73.0,1950-1980
Brazil,1980,159.0,1950-1980
Brazil,1981,68.0,1981-2000
Brazil,1982,123.0,1981-2000
Brazil,1983,200.0,1981-2000
Brazil,1984,275.0,1981-2000
Brazil,1985,207.0,1981-2000
Brazil,1986,138.0,1981-2000
Brazil,1987,216.0,1981-2000
Brazil,1988,206.0,1981-2000
Brazil,1989,53.0,1981-2000
Brazil,1990,106.0,1981-2000
Brazil,1991,127.0,1981-2000
Brazil,1992,98.0,1981-2000
Brazil,1993,40.0,1981-2000
Brazil,1994,54.0,1981-2000
Brazil,1995,38.0,1981-2000
Brazil,1996,27.0,1981-2000
Brazil,1997,27.0,1981-2000
Brazil,1998,18.0,1981-2000
Bulgaria,1983,4.0,1981-2000
Bulgaria,1986,106.0,1981-2000
Bulgaria,1989,8.0,1981-2000
Bulgaria,1990,8.0,1981-2000
Bulgaria,1991,44.0,1981-2000
Bulgaria,1992,60.0,1981-2000
Bulgaria,1993,28.0,1981-2000
Bulgaria,1994,56.0,1981-2000
Bulgaria,1995,1.0,1981-2000
Bulgaria,1996,21.0,1981-2000
Bulgaria,1997,8.0,1981-2000
Bulgaria,1998,41.0,1981-2000
Bulgaria,1999,172.0,1981-2000
Bulgaria,2000,6.0,1981-2000
Cambodia,2000,1.0,1981-2000
Canada,1950,38.0,1950-1980
Canada,1951,55.0,1950-1980
Canada,1952,268.0,1950-1980
Canada,1953,76.0,1950-1980
Canada,1954,210.0,1950-1980
Canada,1955,190.0,1950-1980
Canada,1956,297.0,1950-1980
Canada,1957,336.0,1950-1980
Canada,1958,544.0,1950-1980
Canada,1959,119.0,1950-1980
Canada,1960,66.0,1950-1980
Canada,1961,300.0,1950-1980
Canada,1962,188.0,1950-1980
Canada,1963,238.0,1950-1980
Canada,1964,273.0,1950-1980
Canada,1965,121.0,1950-1980
Canada,1966,112.0,1950-1980
Canada,1967,73.0,1950-1980
Canada,1968,198.0,1950-1980
Canada,1969,183.0,1950-1980
Canada,1970,198.0,1950-1980
Canada,1971,290.0,1950-1980
Canada,1972,323.0,1950-1980
Canada,1973,118.0,1950-1980
Canada,1974,113.0,1950-1980
Canada,1975,82.0,1950-1980
Canada,1976,259.0,1950-1980
Canada,1977,138.0,1950-1980
Canada,1978,177.0,1950-1980
Canada,1979,163.0,1950-1980
Canada,1980,116.0,1950-1980
Canada,1981,105.0,1981-2000
Canada,1982,237.0,1981-2000
Canada,1983,97.0,1981-2000
Canada,1984,77.0,1981-2000
Canada,1985,83.0,1981-2000
Canada,1986,236.0,1981-2000
Canada,1987,244.0,1981-2000
Canada,1988,124.0,1981-2000
Canada,1989,33.0,1981-2000
Canada,1990,79.0,1981-2000
Canada,1991,93.0,1981-2000
Canada,1992,139.0,1981-2000
Canada,1993,144.0,1981-2000
Canada,1994,161.0,1981-2000
Canada,1995,242.0,1981-2000
Canada,1996,132.0,1981-2000
Canada,1997,96.0,1981-2000
Canada,1998,34.0,1981-2000
Canada,1999,76.0,1981-2000
Canada,2000,69.0,1981-2000
Chad,1987,20.0,1981-2000
Chile,1986,3.0,1981-2000
Chile,1987,3.0,1981-2000
Chile,1988,4.0,1981-2000
Chile,1989,4.0,1981-2000
Chile,1991,3.0,1981-2000
Chile,1992,8.0,1981-2000
Chile,1996,29.0,1981-2000
Chile,1998,2.0,1981-2000
Chile,1999,1.0,1981-2000
Chile,2000,1.0,1981-2000
China,1954,3.0,1950-1980
China,1956,39.0,1950-1980
China,1957,36.0,1950-1980
China,1958,490.0,1950-1980
China,1959,403.0,1950-1980
China,1960,285.0,1950-1980
China,1961,35.0,1950-1980
China,1962,47.0,1950-1980
China,1963,12.0,1950-1980
China,1964,75.0,1950-1980
China,1965,387.0,1950-1980
China,1966,619.0,1950-1980
China,1967,426.0,1950-1980
China,1968,746.0,1950-1980
China,1969,669.0,1950-1980
China,1970,905.0,1950-1980
China,1971,1308.0,1950-1980
China,1972,1246.0,1950-1980
China,1973,658.0,1950-1980
China,1974,508.0,1950-1980
China,1975,661.0,1950-1980
China,1976,580.0,1950-1980
China,1977,224.0,1950-1980
China,1978,611.0,1950-1980
China,1979,553.0,1950-1980
China,1980,943.0,1950-1980
China,1981,707.0,1981-2000
China,1982,1557.0,1981-2000
China,1983,1763.0,1981-2000
China,1984,1931.0,1981-2000
China,1985,1292.0,1981-2000
China,1986,1862.0,1981-2000
China,1987,2600.0,1981-2000
China,1988,1425.0,1981-2000
China,1989,1056.0,1981-2000
China,1990,954.0,1981-2000
China,1991,1321.0,1981-2000
China,1992,670.0,1981-2000
China,1993,1435.0,1981-2000
China,1994,1063.0,1981-2000
China,1995,981.0,1981-2000
China,1996,764.0,1981-2000
China,1997,427.0,1981-2000
China,1998,347.0,1981-2000
China,1999,332.0,1981-2000
China,2000,306.0,1981-2000
Comoros,1981,5.0,1981-2000
Costa Rica,1969,2.0,1950-1980
Croatia,2000,10.0,1981-2000
Cuba,1957,2.0,1950-1980
Cuba,1958,6.0,1950-1980
Cuba,1975,1.0,1950-1980
Cuba,1978,12.0,1950-1980
Cuba,1979,10.0,1950-1980
Cuba,1980,8.0,1950-1980
Cyprus,1996,34.0,1981-2000
Czechia,1993,199.0,1981-2000
Czechia,1994,319.0,1981-2000
Czechia,1995,146.0,1981-2000
Czechia,1996,123.0,1981-2000
Czechia,1997,24.0,1981-2000
Czechia,1998,21.0,1981-2000
Czechia,1999,58.0,1981-2000
Czechia,2000,83.0,1981-2000
Czechoslovakia,1950,17.0,1950-1980
Czechoslovakia,1951,15.0,1950-1980
Czechoslovakia,1952,16.0,1950-1980
Czechoslovakia,1953,9.0,1950-1980
Czechoslovakia,1954,190.0,1950-1980
Czechoslovakia,1955,1346.0,1950-1980
Czechoslovakia,1956,1874.0,1950-1980
Czechoslovakia,1957,2195.0,1950-1980
Czechoslovakia,1958,1536.0,1950-1980
Czechoslovakia,1959,943.0,1950-1980
Czechoslovakia,1960,665.0,1950-1980
Czechoslovakia,1961,205.0,1950-1980
Czechoslovakia,1962,177.0,1950-1980
Czechoslovakia,1963,142.0,1950-1980
Czechoslovakia,1964,271.0,1950-1980
Czechoslovakia,1965,328.0,1950-1980
Czechoslovakia,1966,429.0,1950-1980
Czechoslovakia,1967,451.0,1950-1980
Czechoslovakia,1968,507.0,1950-1980
Czechoslovakia,1969,667.0,1950-1980
Czechoslovakia,1970,436.0,1950-1980
Czechoslovakia,1971,421.0,1950-1980
Czechoslovakia,1972,649.0,1950-1980
Czechoslovakia,1973,671.0,1950-1980
Czechoslovakia,1974,886.0,1950-1980
Czechoslovakia,1975,739.0,1950-1980
Czechoslovakia,1976,830.0,1950-1980
Czechoslovakia,1977,845.0,1950-1980
Czechoslovakia,1978,869.0,1950-1980
Czechoslovakia,1979,818.0,1950-1980
Czechoslovakia,1980,791.0,1950-1980
Czechoslovakia,1981,935.0,1981-2000
Czechoslovakia,1982,926.0,1981-2000
Czechoslovakia,1983,1044.0,1981-2000
Czechoslovakia,1984,1110.0,1981-2000
Czechoslovakia,1985,1036.0,1981-2000
Czechoslovakia,1986,1248.0,1981-2000
Czechoslovakia,1987,1302.0,1981-2000
Czechoslovakia,1988,1359.0,1981-2000
Czechoslovakia,1989,1065.0,1981-2000
Czechoslovakia,1990,626.0,1981-2000
Czechoslovakia,1991,427.0,1981-2000
Czechoslovakia,1992,220.0,1981-2000
Côte d'Ivoire,1971,1.0,1950-1980
Denmark,1960,20.0,1950-1980
Denmark,1964,60.0,1950-1980
Denmark,1965,12.0,1950-1980
Denmark,1967,128.0,1950-1980
Denmark,1968,24.0,1950-1980
Denmark,1975,24.0,1950-1980
Denmark,1980,18.0,1950-1980
Denmark,1981,29.0,1981-2000
Denmark,1982,64.0,1981-2000
Denmark,1983,115.0,1981-2000
Denmark,1987,117.0,1981-2000
Denmark,1988,36.0,1981-2000
Denmark,1990,80.0,1981-2000
Denmark,1993,182.0,1981-2000
Denmark,1994,268.0,1981-2000
Denmark,1995,34.0,1981-2000
Denmark,1996,13.0,1981-2000
Denmark,1999,3.0,1981-2000
Denmark,2000,18.0,1981-2000
Dr Congo,1979,1.0,1950-1980
Dr Congo,1997,22.0,1981-2000
East Germany (Gdr),1960,17.0,1950-1980
East Germany (Gdr),1961,25.0,1950-1980
East Germany (Gdr),1962,17.0,1950-1980
East Germany (Gdr),1963,29.0,1950-1980
East Germany (Gdr),1964,39.0,1950-1980
East Germany (Gdr),1965,26.0,1950-1980
East Germany (Gdr),1974,11.0,1950-1980
East Germany (Gdr),1976,12.0,1950-1980
East Germany (Gdr),1977,25.0,1950-1980
East Germany (Gdr),1978,15.0,1950-1980
East Germany (Gdr),1979,35.0,1950-1980
East Germany (Gdr),1980,34.0,1950-1980
East Germany (Gdr),1981,43.0,1981-2000
East Germany (Gdr),1982,3.0,1981-2000
East Germany (Gdr),1986,77.0,1981-2000
East Germany (Gdr),1987,77.0,1981-2000
East Germany (Gdr),1988,154.0,1981-2000
East Germany (Gdr),1989,149.0,1981-2000
East Germany (Gdr),1990,39.0,1981-2000
Egypt,1956,9.0,1950-1980
Egypt,1957,21.0,1950-1980
Egypt,1958,4.0,1950-1980
Egypt,1959,4.0,1950-1980
Egypt,1962,7.0,1950-1980
Egypt,1963,8.0,1950-1980
Egypt,1964,1.0,1950-1980
Egypt,1966,14.0,1950-1980
Egypt,1967,15.0,1950-1980
Egypt,1968,26.0,1950-1980
Egypt,1969,15.0,1950-1980
Egypt,1970,39.0,1950-1980
Egypt,1975,16.0,1950-1980
Egypt,1977,67.0,1950-1980
Egypt,1978,78.0,1950-1980
Egypt,1979,13.0,1950-1980
Egypt,1980,29.0,1950-1980
Egypt,1981,77.0,1981-2000
Egypt,1982,81.0,1981-2000
Egypt,1983,71.0,1981-2000
Egypt,1984,37.0,1981-2000
Egypt,1985,5.0,1981-2000
Egypt,1986,19.0,1981-2000
Egypt,1987,76.0,1981-2000
Egypt,1988,81.0,1981-2000
Egypt,1989,81.0,1981-2000
Egypt,1990,25.0,1981-2000
Egypt,1992,15.0,1981-2000
Egypt,1993,28.0,1981-2000
Egypt,1994,17.0,1981-2000
Egypt,1995,12.0,1981-2000
Egypt,1996,5.0,1981-2000
Egypt,1997,5.0,1981-2000
Eritrea,1998,2.0,1981-2000
Estonia,1996,8.0,1981-2000
Ethiopia,1985,35.0,1981-2000
Ethiopia,1987,51.0,1981-2000
Ethiopia,1997,17.0,1981-2000
Fiji,1984,10.0,1981-2000
Finland,1954,25.0,1950-1980
Finland,1959,75.0,1950-1980
Finland,1960,75.0,1950-1980
Finland,1961,5.0,1950-1980
Finland,1962,5.0,1950-1980
Finland,1965,3.0,1950-1980
Finland,1966,67.0,1950-1980
Finland,1967,39.0,1950-1980
Finland,1968,39.0,1950-1980
Finland,1969,39.0,1950-1980
Finland,1970,37.0,1950-1980
Finland,1971,40.0,1950-1980
Finland,1972,30.0,1950-1980
Finland,1974,63.0,1950-1980
Finland,1975,63.0,1950-1980
Finland,1978,63.0,1950-1980
Finland,1979,63.0,1950-1980
Finland,1982,15.0,1981-2000
Finland,1988,1.0,1981-2000
Finland,1991,18.0,1981-2000
Finland,1992,9.0,1981-2000
Finland,1993,12.0,1981-2000
Finland,1994,20.0,1981-2000
Finland,1995,25.0,1981-2000
Finland,1996,3.0,1981-2000
Finland,1997,1.0,1981-2000
Finland,1998,17.0,1981-2000
Finland,1999,20.0,1981-2000
Finland,2000,12.0,1981-2000
Fmln (El Salvador)*,1991,1.0,1981-2000
France,1950,14.0,1950-1980
France,1951,67.0,1950-1980
France,1952,43.0,1950-1980
France,1953,312.0,1950-1980
France,1954,296.0,1950-1980
France,1955,422.0,1950-1980
France,1956,979.0,1950-1980
France,1957,616.0,1950-1980
France,1958,742.0,1950-1980
France,1959,756.0,1950-1980
France,1960,910.0,1950-1980
France,1961,942.0,1950-1980
France,1962,992.0,1950-1980
France,1963,1271.0,1950-1980
France,1964,1462.0,1950-1980
France,1965,1260.0,1950-1980
France,1966,1884.0,1950-1980
France,1967,1610.0,1950-1980
France,1968,1531.0,1950-1980
France,1969,1531.0,1950-1980
France,1970,1720.0,1950-1980
France,1971,2336.0,1950-1980
France,1972,2674.0,1950-1980
France,1973,2986.0,1950-1980
France,1974,2176.0,1950-1980
France,1975,2313.0,1950-1980
France,1976,2045.0,1950-1980
France,1977,2729.0,1950-1980
France,1978,3302.0,1950-1980
France,1979,2947.0,1950-1980
France,1980,3861.0,1950-1980
France,1981,3689.0,1981-2000
France,1982,3793.0,1981-2000
France,1983,3408.0,1981-2000
France,1984,2902.0,1981-2000
France,1985,3993.0,1981-2000
France,1986,2963.0,1981-2000
France,1987,1745.0,1981-2000
France,1988,1957.0,1981-2000
France,1989,2265.0,1981-2000
France,1990,1787.0,1981-2000
France,1991,1158.0,1981-2000
France,1992,1241.0,1981-2000
France,1993,967.0,1981-2000
France,1994,852.0,1981-2000
France,1995,965.0,1981-2000
France,1996,1837.0,1981-2000
France,1997,3172.0,1981-2000
France,1998,3085.0,1981-2000
France,1999,1680.0,1981-2000
France,2000,963.0,1981-2000
Gabon,1973,1.0,1950-1980
Georgia,1999,46.0,1981-2000
Georgia,2000,69.0,1981-2000
Germany,1953,38.0,1950-1980
Germany,1954,29.0,1950-1980
Germany,1955,24.0,1950-1980
Germany,1956,24.0,1950-1980
Germany,1957,44.0,1950-1980
Germany,1958,25.0,1950-1980
Germany,1959,93.0,1950-1980
Germany,1960,156.0,1950-1980
Germany,1961,12.0,1950-1980
Germany,1962,154.0,1950-1980
Germany,1963,141.0,1950-1980
Germany,1964,437.0,1950-1980
Germany,1965,327.0,1950-1980
Germany,1966,712.0,1950-1980
Germany,1967,759.0,1950-1980
Germany,1968,589.0,1950-1980
Germany,1969,876.0,1950-1980
Germany,1970,1581.0,1950-1980
Germany,1971,1357.0,1950-1980
Germany,1972,1359.0,1950-1980
Germany,1973,223.0,1950-1980
Germany,1974,1189.0,1950-1980
Germany,1975,1422.0,1950-1980
Germany,1976,1658.0,1950-1980
Germany,1977,1928.0,1950-1980
Germany,1978,1606.0,1950-1980
Germany,1979,1429.0,1950-1980
Germany,1980,1598.0,1950-1980
Germany,1981,1904.0,1981-2000
Germany,1982,1519.0,1981-2000
Germany,1983,2222.0,1981-2000
Germany,1984,2938.0,1981-2000
Germany,1985,1340.0,1981-2000
Germany,1986,1364.0,1981-2000
Germany,1987,924.0,1981-2000
Germany,1988,1397.0,1981-2000
Germany,1989,1273.0,1981-2000
Germany,1990,1835.0,1981-2000
Germany,1991,2418.0,1981-2000
Germany,1992,1529.0,1981-2000
Germany,1993,1559.0,1981-2000
Germany,1994,2920.0,1981-2000
Germany,1995,1552.0,1981-2000
Germany,1996,1961.0,1981-2000
Germany,1997,955.0,1981-2000
Germany,1998,1847.0,1981-2000
Germany,1999,1944.0,1981-2000
Germany,2000,1677.0,1981-2000
Ghana,1979,6.0,1950-1980
Greece,1964,7.0,1950-1980
Greece,1965,1.0,1950-1980
Greece,1992,15.0,1981-2000
Greece,1993,10.0,1981-2000
Greece,1994,18.0,1981-2000
Greece,1996,19.0,1981-2000
Greece,1997,31.0,1981-2000
Greece,1998,9.0,1981-2000
Greece,1999,3.0,1981-2000
Greece,2000,2.0,1981-2000
Guatemala,1955,1.0,1950-1980
Guyana,1976,2.0,1950-1980
Hungary,1957,5.0,1950-1980
Hungary,1966,18.0,1950-1980
Hungary,1967,18.0,1950-1980
Hungary,1968,37.0,1950-1980
Hungary,1969,28.0,1950-1980
Hungary,1972,8.0,1950-1980
Hungary,1973,44.0,1950-1980
Hungary,1974,8.0,1950-1980
Hungary,1975,8.0,1950-1980
Hungary,1980,4.0,1950-1980
Hungary,1981,30.0,1981-2000
Hungary,1982,4.0,1981-2000
Hungary,1983,4.0,1981-2000
Hungary,1993,21.0,1981-2000
Hungary,1995,6.0,1981-2000
Hungary,1997,24.0,1981-2000
Iceland,1993,5.0,1981-2000
India,1959,1.0,1950-1980
India,1968,1.0,1950-1980
India,1971,7.0,1950-1980
India,1972,2.0,1950-1980
India,1973,21.0,1950-1980
India,1974,24.0,1950-1980
India,1975,31.0,1950-1980
India,1978,27.0,1950-1980
India,1979,22.0,1950-1980
India,1982,2.0,1981-2000
India,1988,1.0,1981-2000
India,1990,7.0,1981-2000
India,1992,7.0,1981-2000
India,1993,9.0,1981-2000
India,1994,2.0,1981-2000
India,1995,2.0,1981-2000
India,2000,21.0,1981-2000
Indonesia,1963,7.0,1950-1980
Indonesia,1970,12.0,1950-1980
Indonesia,1978,9.0,1950-1980
Indonesia,1980,4.0,1950-1980
Indonesia,1985,8.0,1981-2000
Indonesia,1986,4.0,1981-2000
Indonesia,1993,18.0,1981-2000
Indonesia,1994,18.0,1981-2000
Indonesia,1995,27.0,1981-2000
Indonesia,1997,9.0,1981-2000
Indonesia,1999,54.0,1981-2000
"Iran, Islamic Republic of",1952,1.0,1950-1980
"Iran, Islamic Republic of",1962,3.0,1950-1980
"Iran, Islamic Republic of",1967,28.0,1950-1980
"Iran, Islamic Republic of",1970,23.0,1950-1980
"Iran, Islamic Republic of",1971,6.0,1950-1980
"Iran, Islamic Republic of",1972,106.0,1950-1980
"Iran, Islamic Republic of",1973,6.0,1950-1980
"Iran, Islamic Republic of",1974,129.0,1950-1980
"Iran, Islamic Republic of",1975,81.0,1950-1980
"Iran, Islamic Republic of",1980,1.0,1950-1980
"Iran, Islamic Republic of",1981,1.0,1981-2000
"Iran, Islamic Republic of",1982,1.0,1981-2000
"Iran, Islamic Republic of",1983,1.0,1981-2000
"Iran, Islamic Republic of",1984,1.0,1981-2000
"Iran, Islamic Republic of",1985,1.0,1981-2000
"Iran, Islamic Republic of",1986,1.0,1981-2000
"Iran, Islamic Republic of",1987,1.0,1981-2000
"Iran, Islamic Republic of",1988,1.0,1981-2000
"Iran, Islamic Republic of",1989,1.0,1981-2000
"Iran, Islamic Republic of",1991,1.0,1981-2000
"Iran, Islamic Republic of",1992,1.0,1981-2000
"Iran, Islamic Republic of",1993,1.0,1981-2000
"Iran, Islamic Republic of",1995,1.0,1981-2000
"Iran, Islamic Republic of",1996,3.0,1981-2000
Iraq,1960,3.0,1950-1980
Iraq,1980,28.0,1950-1980
Iraq,1988,169.0,1981-2000
Iraq,1989,20.0,1981-2000
Ireland,1978,2.0,1950-1980
Ireland,1979,9.0,1950-1980
Ireland,1980,9.0,1950-1980
Ireland,1981,2.0,1981-2000
Israel,1954,8.0,1950-1980
Israel,1955,30.0,1950-1980
Israel,1957,4.0,1950-1980
Israel,1959,23.0,1950-1980
Israel,1964,5.0,1950-1980
Israel,1965,34.0,1950-1980
Israel,1966,46.0,1950-1980
Israel,1967,45.0,1950-1980
Israel,1968,55.0,1950-1980
Israel,1969,48.0,1950-1980
Israel,1970,21.0,1950-1980
Israel,1971,27.0,1950-1980
Israel,1972,35.0,1950-1980
Israel,1973,18.0,1950-1980
Israel,1974,43.0,1950-1980
Israel,1975,109.0,1950-1980
Israel,1976,50.0,1950-1980
Israel,1977,199.0,1950-1980
Israel,1978,209.0,1950-1980
Israel,1979,185.0,1950-1980
Israel,1980,238.0,1950-1980
Israel,1981,196.0,1981-2000
Israel,1982,263.0,1981-2000
Israel,1983,366.0,1981-2000
Israel,1984,245.0,1981-2000
Israel,1985,191.0,1981-2000
Israel,1986,333.0,1981-2000
Israel,1987,130.0,1981-2000
Israel,1988,63.0,1981-2000
Israel,1989,190.0,1981-2000
Israel,1990,74.0,1981-2000
Israel,1991,157.0,1981-2000
Israel,1992,354.0,1981-2000
Israel,1993,416.0,1981-2000
Israel,1994,337.0,1981-2000
Israel,1995,206.0,1981-2000
Israel,1996,335.0,1981-2000
Israel,1997,271.0,1981-2000
Israel,1998,227.0,1981-2000
Israel,1999,177.0,1981-2000
Israel,2000,407.0,1981-2000
Italy,1950,119.0,1950-1980
Italy,1951,106.0,1950-1980
Italy,1952,24.0,1950-1980
Italy,1953,1.0,1950-1980
Italy,1954,11.0,1950-1980
Italy,1955,138.0,1950-1980
Italy,1956,263.0,1950-1980
Italy,1957,283.0,1950-1980
Italy,1958,239.0,1950-1980
Italy,1959,8.0,1950-1980
Italy,1960,105.0,1950-1980
Italy,1961,246.0,1950-1980
Italy,1962,262.0,1950-1980
Italy,1963,241.0,1950-1980
Italy,1964,385.0,1950-1980
Italy,1965,296.0,1950-1980
Italy,1966,243.0,1950-1980
Italy,1967,144.0,1950-1980
Italy,1968,197.0,1950-1980
Italy,1969,325.0,1950-1980
Italy,1970,280.0,1950-1980
Italy,1971,383.0,1950-1980
Italy,1972,284.0,1950-1980
Italy,1973,328.0,1950-1980
Italy,1974,409.0,1950-1980
Italy,1975,520.0,1950-1980
Italy,1976,523.0,1950-1980
Italy,1977,505.0,1950-1980
Italy,1978,661.0,1950-1980
Italy,1979,1312.0,1950-1980
Italy,1980,1163.0,1950-1980
Italy,1981,1704.0,1981-2000
Italy,1982,1674.0,1981-2000
Italy,1983,1112.0,1981-2000
Italy,1984,1232.0,1981-2000
Italy,1985,868.0,1981-2000
Italy,1986,223.0,1981-2000
Italy,1987,623.0,1981-2000
Italy,1988,385.0,1981-2000
Italy,1989,316.0,1981-2000
Italy,1990,200.0,1981-2000
Italy,1991,354.0,1981-2000
Italy,1992,249.0,1981-2000
Italy,1993,342.0,1981-2000
Italy,1994,208.0,1981-2000
Italy,1995,301.0,1981-2000
Italy,1996,288.0,1981-2000
Italy,1997,449.0,1981-2000
Italy,1998,426.0,1981-2000
Italy,1999,519.0,1981-2000
Italy,2000,208.0,1981-2000
Japan,1954,2.0,1950-1980
Japan,1955,110.0,1950-1980
Japan,1956,38.0,1950-1980
Japan,1957,52.0,1950-1980
Japan,1958,3.0,1950-1980
Japan,1959,41.0,1950-1980
Japan,1960,1.0,1950-1980
Japan,1961,61.0,1950-1980
Japan,1962,100.0,1950-1980
Japan,1963,8.0,1950-1980
Japan,1964,14.0,1950-1980
Japan,1966,5.0,1950-1980
Japan,1969,31.0,1950-1980
Japan,1971,15.0,1950-1980
Japan,1972,9.0,1950-1980
Japan,1973,36.0,1950-1980
Japan,1974,55.0,1950-1980
Japan,1978,9.0,1950-1980
Japan,1979,11.0,1950-1980
Japan,1980,167.0,1950-1980
Japan,1983,17.0,1981-2000
Japan,1984,17.0,1981-2000
Japan,1985,44.0,1981-2000
Japan,1986,92.0,1981-2000
Japan,1989,15.0,1981-2000
Japan,1990,30.0,1981-2000
Japan,1991,54.0,1981-2000
Japan,1992,101.0,1981-2000
Japan,1993,122.0,1981-2000
Japan,1994,130.0,1981-2000
Japan,1995,126.0,1981-2000
Japan,1996,165.0,1981-2000
Japan,1997,25.0,1981-2000
Jordan,1959,2.0,1950-1980
Jordan,1971,36.0,1950-1980
Jordan,1973,22.0,1950-1980
Jordan,1974,23.0,1950-1980
Jordan,1975,50.0,1950-1980
Jordan,1977,18.0,1950-1980
Jordan,1983,76.0,1981-2000
Jordan,1985,2.0,1981-2000
Jordan,1986,7.0,1981-2000
Jordan,1988,7.0,1981-2000
Jordan,1989,64.0,1981-2000
Jordan,1994,65.0,1981-2000
Jordan,1997,6.0,1981-2000
Kazakhstan,1995,13.0,1981-2000
Kazakhstan,1996,12.0,1981-2000
Kazakhstan,1997,3.0,1981-2000
Kazakhstan,1998,7.0,1981-2000
Kazakhstan,1999,13.0,1981-2000
Kazakhstan,2000,19.0,1981-2000
Kenya,1981,8.0,1981-2000
Kenya,1991,2.0,1981-2000
Kenya,1993,2.0,1981-2000
